name;urls;description
GroupRaise;http://groupraise.com, https://twitter.com/@GroupRaise, http://crunchbase.com/organization/groupraise-com;GroupRaise helps restaurants host large group meals, typically 20-200 people, in exchange for the restaurant donating a percentage back to a charitable cause.
Grove;http://grovelabs.io, https://twitter.com/@GroveLabs, http://crunchbase.com/organization/grove-labs;Technology for local, healthy food. Products that help people grow their own food right where they live.
Growth Collective;http://growthcollective.com, https://twitter.com/@GrowWithGC, http://crunchbase.com/organization/growth-collective;Hire the world's best freelance marketers in two days or less!
Growth Geeks;http://growthgeeks.com, https://twitter.com/@growth_geeks, http://crunchbase.com/organization/growth-geeks;An exclusive network of digital marketing experts.
Grubbly Farms;http://grubblyfarms.com, https://twitter.com/@GrubblyFarms, http://crunchbase.com/organization/grubbly-farms;Grubbly Farms is producing a sustainable, insect based, food source for pets, aquaculture, and livestock.
Gtmhub;http://gtmhub.com, https://twitter.com/@gtmhub, http://crunchbase.com/organization/gtmhub;Gtmhub helps companies undergoing high growth or managing significant change to adopt and manage Objectives and Key Results (OKRs), supported by real-time KPIs.
Guardara;http://guardara.com, https://twitter.com/@guardaraltd, http://crunchbase.com/organization/guardara;We help companies find critical security issues in complex environments.
Guardion;http://guardiontech.com, https://twitter.com/@guardiontech, http://crunchbase.com/organization/guardion-inc;Guardion is making the world safer from nuclear threats with world's first quantum technology radiation detector uniquely able to be deployed at a large scale.
GuestU;http://guestu.com, https://twitter.com/@GuestU_, http://crunchbase.com/organization/guestu;Creating personalized guest experiences for the hospitality industry.
Gust;http://gustlabs.com, https://twitter.com/@gustpay, http://crunchbase.com/organization/gust-2;GUST is a mobile and wearable payments specialist. We create compelling customer experiences using smartphone apps and RFID wristbands.
GYANT;http://gyant.com, https://twitter.com/@I_AM_GYANT, http://crunchbase.com/organization/gyant;GYANT is a friendly health assistant that you can talk to - like to a friend who happens
Gybe;http://gybe.eco, https://twitter.com/@gybe_eco, http://crunchbase.com/organization/gybe;Gybe helps customers monitor and manage water resources using a range of sensor technologies and satellite imagery.
Gymnasio;http://gymnasio.it, http://crunchbase.com/organization/gymnasio;Enhancing online yoga schools with real-time pose feedback.
H2Ok Innovations;http://h2okinnovations.com, http://crunchbase.com/organization/h2ok-innovations;IoT-enabled management platform helping heavy water-using industrials optimize water usage and treatment through predictive diagnostics.
HAAS Alert;http://haasalert.com, https://twitter.com/@haasalert, http://crunchbase.com/organization/cory-hohs;HAAS Alert is the mobile vehicle-to-vehicle (V2V) platform that delivers preemptive notifications to motorists, informing them of the road ahead.
Habit;http://habit.io, https://twitter.com/@habit_analytics, http://crunchbase.com/organization/habit-analytics;Habit provides insurance products in the form of an API
Hackajob;http://hackajob.co, https://twitter.com/@hackajob_co, http://crunchbase.com/organization/hackajob;Hackajob is an online marketplace that matches technical candidates directly with employers and then the candidates apply by completing job-specific challenges.
HackMD;http://hackmd.io, https://twitter.com/@hackmdio, http://crunchbase.com/organization/hackmd;HackMD helps developers write better documents and build active communities with open collaboration.
Hacware;http://hacware.com, https://twitter.com/@Hacware1, http://crunchbase.com/organization/hacware-inc;Hacware is an A.I. driven Email Security Awareness product that prevents your company email from getting hacked.
Haekka;http://haekka.com, https://twitter.com/@haekkatraining, http://crunchbase.com/organization/haekka;After selling their last cybersecurity startup, Ryan and Travis are developing a headless security awareness platform, embedding content into Slack + other apps
Haiku Deck;http://haikudeck.com, https://twitter.com/@haikudeck, http://crunchbase.com/organization/haiku-deck;presentation software that doesn't suck
Haiphen;http://haiphenai.com, https://twitter.com/@pi42449346, http://crunchbase.com/organization/haiphen;Blockchain-enabled cyber security threat detection for enterprises.
Halion;http://halion.ca, https://twitter.com/@haliondisplays, http://crunchbase.com/organization/halion-displays;Advanced colour changing nanomaterials for intelligent surfaces.
Halo Automotive;http://halocar.us, https://twitter.com/@halocarus, http://crunchbase.com/organization/halo-car;Free fleet management dashboard which let's fleet operators order & pay for services in just a few clicks from an app without the need for aftermarket hardware.
Hammerhead;http://hammerhead.io, https://twitter.com/@hammerheadrides, http://crunchbase.com/organization/hammerhead-navigation;Hammerhead helps bikers find their way and discover new ones.
hampr;http://tryhampr.com, http://crunchbase.com/organization/hampr;hampr is an on-demand, peer-to-peer laundry service that will pick up your laundry and return it fresh, folded, and back to your door the very next day.
Hanzo;http://hanzo.ai, https://twitter.com/@hanzoai, http://crunchbase.com/organization/hanzo;Hanzo is a cutting-edge platform that helps companies quickly scale and fund innovative products and businesses.
Happied;http://happied.co, https://twitter.com/@happied_co, http://crunchbase.com/organization/happied;Happied is automated event planning software, empowering companies to engage and retain talent at a fraction of the cost.
HappsNow;http://explore.happsnow.com, https://twitter.com/@happsnow, http://crunchbase.com/organization/velle-technology;Built with efficiency & simplicity, HappsNow's fully integrated ticketing and marketing platform revolutionizes the way live event creators express their vision
Haptic;http://knocki.com, https://twitter.com/@haptic, http://crunchbase.com/organization/Haptic;Haptic is a digital activation platform for structural materials.
Harbor;http://harborplan.com, https://twitter.com/@harbor, http://crunchbase.com/organization/harbor-pension;Harbor, Inc. has developed the first intelligent sales assistant for independent professional services--helping them grow faster, and save time doing it.
Hardbound;http://hardbound.co, https://twitter.com/@hardbound, http://crunchbase.com/organization/hardbound;Stories for curious minds
Harp Health;http://harphealthtech.com;
Harvest Platform;http://growmyharvest.com, https://twitter.com/@PlatformHarvest, http://crunchbase.com/organization/harvest-platform;Harvest helps consumers get refunds on negotiable bank fees.
Harvey;http://homehero.com, http://crunchbase.com/organization/homehero;HomeHero powers family directed care.
Haste;http://haste.net, https://twitter.com/@Haste_Esports, http://crunchbase.com/organization/haste;Haste is a private network service that optimizes the Internet for people engaged in live, interactive experiences.
haulsale;http://haulsale.com;
HaveMyShift;http://havemyshift.com, https://twitter.com/@havemyshift, http://crunchbase.com/organization/havemyshift;Shift worker trading
Haven Connect;http://havenconnect.com, https://twitter.com/@havenconnect, http://crunchbase.com/organization/haven-connect;Haven Connect's property management software streamlines the affordable housing application process, building a marketplace of pre-qualified leads to fill units
Havoc Shield;http://havocshield.com, https://twitter.com/@havocshield, http://crunchbase.com/organization/havoc-shield;A self-serve cyber security program built for for startups, small businesses, and remote workers.
Hawthorne;http://hawthorne.co, https://twitter.com/@hawthorne, http://crunchbase.com/organization/hawthorne-2#section-overview;Hawthorne is the first personalized brand for all men's bathroom needs.
Haylon Technologies;http://haylontech.com, http://crunchbase.com/organization/haylon-technologies;Making electrified products more sustainable by unleashing the full potential of existing batteries.
Hazel;http://hazelhq.com, https://twitter.com/@workwithhazel, http://crunchbase.com/organization/hazel;*TOP PITCH FROM DEMO DAY* // Hazel helps growing companies develop their managers. Better managers means increased retention and engagement from every employee.
HData;http://hdata.us, https://twitter.com/@HDataUS, http://crunchbase.com/organization/hdata;Delivering Smarter Compliance for the Energy Sector and Beyond
Headliner;http://headliner.io, https://twitter.com/@headlinerio, http://crunchbase.com/organization/headliner;Headliner is a marketplace connecting event planners with the world's live entertainment to easily book acts for weddings, celebrations or corporate events.
